,ids,speaker,mfcc_feautres,label,filepath
1298,1298,theo,"[[-1011.84357   -1011.84357   -1011.84357   ...  -744.8883
   -772.27124    -768.2206   ]
 [    0.            0.            0.        ...   155.0669
    129.03172     135.91661  ]
 [    0.            0.            0.        ...   -35.776234
    -45.347702    -37.72326  ]
 ...
 [    0.            0.            0.        ...   -16.354113
      1.1226199    12.521189 ]
 [    0.            0.            0.        ...     4.7237153
      7.4110093    18.121382 ]
 [    0.            0.            0.        ...   -12.87027
    -12.557197    -21.793621 ]]",3,recordings/3_theo_45.wav
1299,1299,jackson,"[[-7.3923547e+02 -7.3923547e+02 -7.3923547e+02 ... -5.8758783e+02
  -5.7899799e+02 -6.0260132e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.0638405e+01
   8.7856552e+01  7.3673462e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.6697830e+01
  -3.2416832e+01 -2.7563866e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.2523602e+00
   7.1235821e-03  2.1900296e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.2324846e+01
  -8.8493614e+00 -9.8326168e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.8725687e+01
  -2.4920977e+01 -2.5807766e+01]]",8,recordings/8_jackson_42.wav
1300,1300,jackson,"[[-806.09393   -806.09393   -806.09393   ... -610.0123    -615.5587
  -632.93085  ]
 [   0.           0.           0.        ...  148.19608    142.24728
   130.86743  ]
 [   0.           0.           0.        ...   -4.7551136   -4.782009
    -5.8539906]
 ...
 [   0.           0.           0.        ...  -15.185139    -5.0704727
    -9.039127 ]
 [   0.           0.           0.        ...   -8.697977    -6.0324125
    -8.295338 ]
 [   0.           0.           0.        ...   -7.296946   -14.561941
   -13.058636 ]]",9,recordings/9_jackson_30.wav
1301,1301,nicolas,"[[-895.7711    -895.7711    -895.7711    ... -545.9994    -566.2759
  -565.1347   ]
 [   0.           0.           0.        ...  200.88858    176.16739
   182.48842  ]
 [   0.           0.           0.        ...  -61.674797   -73.45597
   -63.67639  ]
 ...
 [   0.           0.           0.        ...    2.4493504    5.2498198
    -3.5728633]
 [   0.           0.           0.        ...   18.21793     16.061241
     4.5939417]
 [   0.           0.           0.        ...   -8.762703   -17.694437
   -13.285711 ]]",7,recordings/7_nicolas_48.wav
1302,1302,lucas,"[[-762.78125   -762.78125   -762.78125   ... -623.61487   -652.36505
  -663.71277  ]
 [   0.           0.           0.        ...   84.70596     65.34311
    66.36578  ]
 [   0.           0.           0.        ...  -30.45507    -21.641153
   -20.593157 ]
 ...
 [   0.           0.           0.        ...    5.331014     4.55169
   -11.996899 ]
 [   0.           0.           0.        ...    9.485974     5.1127863
    -5.7989535]
 [   0.           0.           0.        ...   12.161396    -6.258257
    -6.450007 ]]",5,recordings/5_lucas_36.wav
1303,1303,lucas,"[[-7.7930713e+02 -7.7930713e+02 -7.7930713e+02 ... -7.0555072e+02
  -7.1096545e+02 -7.1476367e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.9476143e+01
   5.3432945e+01  4.8462978e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.3852382e+00
   1.6878636e+00 -3.3933930e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.5391030e+00
  -1.1290527e+01  8.1327248e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.0197713e+00
   3.4483011e+00  1.1991152e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1483978e+01
  -6.3721365e-01 -4.4608469e+00]]",0,recordings/0_lucas_25.wav
1304,1304,jackson,"[[-805.2497    -805.2497    -805.2497    ... -618.91254   -634.0538
  -628.2524   ]
 [   0.           0.           0.        ...  171.30487    161.88364
   154.42761  ]
 [   0.           0.           0.        ...   44.65239     54.75974
    41.179165 ]
 ...
 [   0.           0.           0.        ...  -15.757203   -11.216936
    -4.44195  ]
 [   0.           0.           0.        ...  -11.886175   -17.94962
    -6.5965886]
 [   0.           0.           0.        ...   -2.6792283  -14.59042
    -3.5868223]]",7,recordings/7_jackson_25.wav
1305,1305,lucas,"[[-7.52949951e+02 -7.52949951e+02 -7.52949951e+02 ... -6.16753235e+02
  -6.26701233e+02 -6.76238525e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.30307770e+01
   8.68588715e+01  6.21864624e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.80775223e+01
  -1.92500877e+01  3.90419865e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.90572357e+00
   9.70782661e+00  2.74164230e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.19458866e+01
   1.06175518e+01  2.60807943e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.97688580e+00
  -1.68584175e+01 -1.13763275e+01]]",8,recordings/8_lucas_19.wav
1306,1306,lucas,"[[-790.6556    -790.6556    -790.6556    ... -702.64874   -721.9322
  -732.5645   ]
 [   0.           0.           0.        ...   57.556175    43.0635
    43.04214  ]
 [   0.           0.           0.        ...   -2.579922    -1.2006645
    10.797284 ]
 ...
 [   0.           0.           0.        ...    1.5624137    7.7127113
     5.0515933]
 [   0.           0.           0.        ...    9.07593      2.1158686
    10.693314 ]
 [   0.           0.           0.        ...   -8.785447    -8.711376
    -4.959344 ]]",9,recordings/9_lucas_1.wav
1307,1307,theo,"[[-952.0047    -952.0047    -952.0047    ... -714.88416   -712.3057
  -686.7118   ]
 [   0.           0.           0.        ...  108.546936   113.24333
   139.35233  ]
 [   0.           0.           0.        ...  -76.62547    -78.423965
   -73.55776  ]
 ...
 [   0.           0.           0.        ...   10.929689    13.347706
    -4.3990693]
 [   0.           0.           0.        ...   16.89125     19.138903
     5.7138467]
 [   0.           0.           0.        ...  -22.77932    -27.770735
   -23.603344 ]]",8,recordings/8_theo_26.wav
1308,1308,jackson,"[[-8.0669025e+02 -8.0669025e+02 -8.0669025e+02 ... -6.2523242e+02
  -6.2622278e+02 -6.3215509e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5135773e+02
   1.4815837e+02  1.4563924e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.8066431e+01
   2.0757351e+01  2.7858887e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3682299e+01
  -1.0482174e+01 -8.0722742e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.8407848e+00
   4.0897727e-01 -4.7279358e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.2105495e+01
  -7.0970392e+00 -8.5855684e+00]]",7,recordings/7_jackson_29.wav
1309,1309,nicolas,"[[-740.195     -740.195     -740.195     ... -532.60724   -537.40967
  -519.6175   ]
 [   0.           0.           0.        ...  112.00631    108.83151
   125.514404 ]
 [   0.           0.           0.        ...  -40.603756   -36.450203
   -42.04901  ]
 ...
 [   0.           0.           0.        ...   10.246956    -1.0015866
     5.166922 ]
 [   0.           0.           0.        ...   16.529049    12.99966
    13.602891 ]
 [   0.           0.           0.        ...   -4.1558948   -1.0022337
    -1.8112357]]",7,recordings/7_nicolas_10.wav
1310,1310,nicolas,"[[-908.8272    -908.8272    -908.8272    ... -570.11475   -572.83215
  -567.86035  ]
 [   0.           0.           0.        ...  183.3516     176.03342
   181.37468  ]
 [   0.           0.           0.        ...  -71.10448    -80.58186
   -82.59393  ]
 ...
 [   0.           0.           0.        ...  -12.364383     7.904003
    -2.4051247]
 [   0.           0.           0.        ...    8.700119    30.049358
    13.415645 ]
 [   0.           0.           0.        ...  -10.639084    -2.1608076
    -1.4479754]]",5,recordings/5_nicolas_7.wav
1311,1311,yweweler,"[[-1004.56824   -1004.56824   -1004.56824   ...  -814.1195
   -807.44135    -794.8964   ]
 [    0.            0.            0.        ...   121.60834
    128.81497     140.44547  ]
 [    0.            0.            0.        ...   -23.649097
    -14.556778    -15.043971 ]
 ...
 [    0.            0.            0.        ...     2.2553148
     -6.986432     -1.6562302]
 [    0.            0.            0.        ...     8.690987
     10.327854      9.1758   ]
 [    0.            0.            0.        ...    -6.609709
      3.0378182    -6.6387706]]",7,recordings/7_yweweler_46.wav
1312,1312,nicolas,"[[-802.63745   -802.63745   -802.63745   ... -509.62482   -540.3162
  -540.0717   ]
 [   0.           0.           0.        ...  171.00095    152.47705
   147.52542  ]
 [   0.           0.           0.        ...  -48.30159    -38.941196
   -43.148415 ]
 ...
 [   0.           0.           0.        ...    1.1835479    5.2784696
     2.4961967]
 [   0.           0.           0.        ...   19.08482     23.776546
    18.451351 ]
 [   0.           0.           0.        ...   -2.4627051   -5.252511
    -2.219149 ]]",0,recordings/0_nicolas_20.wav
1313,1313,theo,"[[-1.09808740e+03 -1.09808740e+03 -1.09808740e+03 ... -7.50766968e+02
  -7.86651123e+02 -7.97283569e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.13953857e+02
   1.94018158e+02  1.89859558e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.34508057e+01
  -4.47187805e+01 -4.06848526e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.77367163e-01
  -1.40967598e+01 -1.41443987e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.28768444e+00
   6.30711079e+00  1.61180425e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.59396896e+01
  -1.24781990e+01 -1.45292845e+01]]",9,recordings/9_theo_45.wav
1314,1314,theo,"[[-998.9059    -998.9059    -998.9059    ... -754.1015    -744.22235
  -752.0345   ]
 [   0.           0.           0.        ...  101.21278    119.734344
   107.36537  ]
 [   0.           0.           0.        ...  -90.6711     -81.2527
   -86.4852   ]
 ...
 [   0.           0.           0.        ...  -12.447887    -3.3826342
    -8.127052 ]
 [   0.           0.           0.        ...    6.6351643   13.785978
     5.59025  ]
 [   0.           0.           0.        ...  -17.278648   -15.845033
   -26.357761 ]]",6,recordings/6_theo_48.wav
1315,1315,jackson,"[[-8.0250110e+02 -8.0250110e+02 -8.0250110e+02 ... -5.6319556e+02
  -5.8101562e+02 -5.7275665e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8725589e+02
   1.7120853e+02  1.7255322e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.7139831e+00
  -4.3943512e-01 -5.4514441e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.5537279e+01
   2.0961064e-01 -2.9589067e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.4110785e+00
   5.4369831e+00  5.2160877e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.7935756e-01
  -1.0046173e+01 -4.6219964e+00]]",1,recordings/1_jackson_11.wav
1316,1316,yweweler,"[[-9.7464337e+02 -9.7464337e+02 -9.7464337e+02 ... -7.5457458e+02
  -7.5815344e+02 -7.8211481e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5455557e+02
   1.4901923e+02  1.3274928e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.6376865e+01
  -2.6979616e+01 -1.4829711e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.8258233e+00
  -8.1048336e+00 -6.8612080e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.4452267e+00
   1.6029694e+01  8.7728977e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.2252648e+00
   1.6865392e+00  5.6894219e-01]]",4,recordings/4_yweweler_10.wav
1317,1317,nicolas,"[[-932.18164   -932.18164   -932.18164   ... -563.2668    -573.15717
  -571.0719   ]
 [   0.           0.           0.        ...  205.61745    189.28976
   187.82562  ]
 [   0.           0.           0.        ...  -72.27974    -85.22189
   -92.3849   ]
 ...
 [   0.           0.           0.        ...   -6.3935704   -3.088582
    -3.1447864]
 [   0.           0.           0.        ...    7.2858334    8.206017
     8.218598 ]
 [   0.           0.           0.        ...  -15.246526   -14.422348
   -13.084572 ]]",5,recordings/5_nicolas_24.wav
1318,1318,nicolas,"[[-9.0989648e+02 -9.0989648e+02 -9.0989648e+02 ... -5.6012592e+02
  -5.6767255e+02 -5.5918115e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.0051248e+02
   1.8380673e+02  1.9601141e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.8780422e+01
  -7.6232407e+01 -6.8245628e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.9003391e+00
  -9.3742886e+00  2.5151064e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.7498064e+00
   8.4067774e-01  1.2982105e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.6834331e+00
  -1.2088273e+01 -1.0202873e+01]]",3,recordings/3_nicolas_19.wav
1319,1319,george,"[[-7.98677246e+02 -7.98677246e+02 -7.98677246e+02 ... -5.96787231e+02
  -6.01815430e+02 -6.02052063e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.47240768e+02
   1.44947205e+02  1.40213776e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.46551962e+01
  -5.54499340e+00 -1.41329422e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.58309746e+00
  -1.25291281e+01 -2.25984001e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.15618753e-01
  -1.68236291e+00  5.04211903e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.00891285e+01
  -3.35927200e+00  2.64666224e+00]]",0,recordings/0_george_23.wav
1320,1320,nicolas,"[[-7.8125647e+02 -7.8125647e+02 -7.8125647e+02 ... -5.6656573e+02
  -5.7669263e+02 -6.1794202e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1225319e+02
   1.0602533e+02  8.7906311e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.8926441e+01
  -6.0293327e+01 -4.4399624e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.4626923e+00
  -7.6130562e-02  5.8199530e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3801119e+01
   6.0573568e+00  1.5430774e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.4501133e+00
  -1.1948258e+01  5.2985015e+00]]",8,recordings/8_nicolas_17.wav
1321,1321,theo,"[[-1072.9116    -1072.9116    -1072.9116    ...  -800.11755
   -809.51086    -813.88403  ]
 [    0.            0.            0.        ...   183.10655
    166.02933     167.03308  ]
 [    0.            0.            0.        ...   -15.7705345
    -41.756573    -28.492311 ]
 ...
 [    0.            0.            0.        ...    -8.891347
      2.8388736    -6.69895  ]
 [    0.            0.            0.        ...   -11.141471
      7.6880474    -1.7708127]
 [    0.            0.            0.        ...   -24.71592
     -8.109477     -9.69894  ]]",2,recordings/2_theo_37.wav
1322,1322,yweweler,"[[-950.45074   -950.45074   -950.45074   ... -775.16736   -785.341
  -784.73254  ]
 [   0.           0.           0.        ...  136.4586     122.79398
   121.02083  ]
 [   0.           0.           0.        ...    5.3521004    4.660144
    -1.2582573]
 ...
 [   0.           0.           0.        ...  -16.068521   -16.80539
    -1.577213 ]
 [   0.           0.           0.        ...   -5.63422     -4.8666096
    -3.304975 ]
 [   0.           0.           0.        ...   -1.7349843  -17.951553
   -17.336304 ]]",0,recordings/0_yweweler_13.wav
1323,1323,lucas,"[[-8.1897852e+02 -8.1897852e+02 -8.1897852e+02 ... -7.1885181e+02
  -7.3855499e+02 -7.3356750e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.8399002e+01
   6.1214859e+01  7.1230515e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.2714944e-01
   6.3636713e+00  1.4247662e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.8832479e+00
   2.0424396e-01 -5.5366325e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.6958462e-01
   9.5322819e+00  7.7768981e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.3880491e+00
   3.8263969e+00  1.9934974e+00]]",7,recordings/7_lucas_45.wav
1324,1324,lucas,"[[-7.3996100e+02 -7.1812476e+02 -7.1633954e+02 ... -7.4776923e+02
  -7.4387494e+02 -7.4768634e+02]
 [ 3.9144104e+01  4.6684380e+01  5.3940865e+01 ...  3.0881708e+01
   3.4209610e+01  3.1090654e+01]
 [ 2.4719727e+01  1.1168249e+01  1.3726828e+01 ...  2.4924099e+01
   2.7056992e+01  2.4748390e+01]
 ...
 [-9.2659473e-02  3.3786640e+00  2.4158854e+00 ... -6.4594517e+00
  -5.9922609e+00 -4.7165222e+00]
 [ 8.2880521e-01  3.1146526e+00  3.2020187e+00 ... -6.0987382e+00
  -3.5615392e+00 -2.4070749e+00]
 [ 1.8089881e+00 -2.7459214e+00  1.5250362e+00 ... -5.7345228e+00
  -8.5090084e+00 -5.6667976e+00]]",8,recordings/8_lucas_7.wav
1325,1325,theo,"[[-1090.8755    -1090.8755    -1090.8755    ...  -752.6043
   -764.424      -751.7976   ]
 [    0.            0.            0.        ...   169.4636
    158.21371     167.43825  ]
 [    0.            0.            0.        ...   -93.78367
   -110.73747    -111.47247  ]
 ...
 [    0.            0.            0.        ...    10.534399
     -4.1997156     6.327928 ]
 [    0.            0.            0.        ...    13.750322
      9.98123      19.74395  ]
 [    0.            0.            0.        ...   -29.040064
    -30.931725    -12.212915 ]]",8,recordings/8_theo_19.wav
1326,1326,lucas,"[[-8.28310852e+02 -8.28310852e+02 -8.28310852e+02 ... -6.20908630e+02
  -6.35169128e+02 -7.08286987e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.19688766e+02
   1.19098335e+02  8.95573578e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.71718750e+01
  -3.24017220e+01  9.29464102e-02]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.22750664e+00
  -1.33014774e+01 -1.06403389e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.92091560e+00
   1.45645785e+00 -7.24580812e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.63535309e+01
  -1.03752441e+01 -8.53694916e+00]]",6,recordings/6_lucas_49.wav
1327,1327,george,"[[-814.7974    -814.7974    -814.7974    ... -607.4617    -634.09845
  -641.9956   ]
 [   0.           0.           0.        ...  145.90732    138.32803
   126.784966 ]
 [   0.           0.           0.        ...  -17.989758     3.1806822
    -9.398942 ]
 ...
 [   0.           0.           0.        ...   -9.19099     -1.1775153
     6.7978764]
 [   0.           0.           0.        ...   -6.6805115    2.7612946
     5.751409 ]
 [   0.           0.           0.        ...  -14.517999    -6.800541
   -10.64959  ]]",0,recordings/0_george_47.wav
1328,1328,yweweler,"[[-9.5605469e+02 -9.5605469e+02 -9.5605469e+02 ... -7.6704547e+02
  -7.7581989e+02 -8.0324860e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3081488e+02
   1.2456062e+02  1.0260328e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.0826045e-01
  -5.2754869e+00 -2.6627657e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.8907187e-01
  -6.1314182e+00 -1.3800760e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.0195427e+00
  -6.6664106e-01  1.5236727e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.3871322e+00
  -8.5592232e+00  7.7521305e+00]]",7,recordings/7_yweweler_7.wav
1329,1329,jackson,"[[-6.9065576e+02 -6.9065576e+02 -6.7320123e+02 ... -5.8389240e+02
  -5.8994208e+02 -5.9472858e+02]
 [ 0.0000000e+00  0.0000000e+00  8.4750271e-01 ...  7.7961502e+01
   6.8389969e+01  7.4015076e+01]
 [ 0.0000000e+00  0.0000000e+00 -8.2657156e+00 ... -8.8133354e+00
  -1.4363269e+01  3.2237327e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00 -1.5060498e+00 ...  1.4739261e+00
  -1.1367243e+01 -5.9363122e+00]
 [ 0.0000000e+00  0.0000000e+00 -2.4667048e+00 ... -7.2187543e-01
  -1.6493181e+01 -1.0180126e+01]
 [ 0.0000000e+00  0.0000000e+00 -8.2716961e+00 ... -2.4582967e-01
  -9.3333645e+00 -9.0218773e+00]]",6,recordings/6_jackson_13.wav
1330,1330,george,"[[-853.1885    -853.1885    -853.1885    ... -657.06067   -604.6801
  -640.5567   ]
 [   0.           0.           0.        ...  127.75014    151.1278
   135.59958  ]
 [   0.           0.           0.        ...  -17.025898   -42.957703
   -33.791    ]
 ...
 [   0.           0.           0.        ...  -20.535093    -7.494772
   -12.327335 ]
 [   0.           0.           0.        ...   -5.0121975    3.9611497
    -4.890008 ]
 [   0.           0.           0.        ...  -18.247086   -16.512838
   -10.582099 ]]",9,recordings/9_george_12.wav
1331,1331,nicolas,"[[-868.2807    -868.2807    -868.2807    ... -526.26526   -539.01984
  -548.83606  ]
 [   0.           0.           0.        ...  199.88258    189.11563
   172.51001  ]
 [   0.           0.           0.        ...  -49.891254   -53.764935
   -64.23486  ]
 ...
 [   0.           0.           0.        ...   -3.034542    -3.3848965
     8.419378 ]
 [   0.           0.           0.        ...    5.845564    13.882463
    12.912334 ]
 [   0.           0.           0.        ...  -12.623772    -6.4030466
    -3.4506655]]",3,recordings/3_nicolas_43.wav
1332,1332,george,"[[-860.8538   -860.8538   -860.8538   ... -610.41425  -629.76245
  -629.80316 ]
 [   0.          0.          0.       ...  174.07945   165.4932
   161.94952 ]
 [   0.          0.          0.       ...  -19.771135   -7.136278
   -13.464544]
 ...
 [   0.          0.          0.       ...  -18.319645  -11.019128
    -9.490016]
 [   0.          0.          0.       ...   -8.511591  -15.34943
    -4.010476]
 [   0.          0.          0.       ...  -12.913929  -23.578026
   -19.793983]]",2,recordings/2_george_10.wav
1333,1333,theo,"[[-1071.6366    -1071.6366    -1071.6366    ...  -773.2952
   -798.042      -787.6489   ]
 [    0.            0.            0.        ...   198.80981
    189.42328     186.05457  ]
 [    0.            0.            0.        ...   -24.00595
     -6.87321     -27.010902 ]
 ...
 [    0.            0.            0.        ...   -19.007065
    -14.802811    -16.695915 ]
 [    0.            0.            0.        ...   -10.4541855
     -8.356409     -4.574641 ]
 [    0.            0.            0.        ...   -10.660749
    -19.776867     -9.776928 ]]",7,recordings/7_theo_18.wav
1334,1334,jackson,"[[-773.90063   -773.90063   -773.90063   ... -608.76483   -624.95654
  -624.10266  ]
 [   0.           0.           0.        ...  157.96426    134.05919
   112.38072  ]
 [   0.           0.           0.        ...   65.77411     47.17829
    14.176926 ]
 ...
 [   0.           0.           0.        ...    2.7278867   -8.51789
     1.89292  ]
 [   0.           0.           0.        ...   -9.558533   -11.2395
    -1.2339618]
 [   0.           0.           0.        ...  -15.172335   -12.710661
    -8.367279 ]]",7,recordings/7_jackson_20.wav
1335,1335,theo,"[[-1045.4666    -1045.4666    -1045.4666    ...  -792.0494
   -796.4827     -805.94257  ]
 [    0.            0.            0.        ...   170.12837
    170.84796     160.44345  ]
 [    0.            0.            0.        ...   -12.118431
     -4.4494314    -8.908653 ]
 ...
 [    0.            0.            0.        ...   -19.89433
    -24.75814     -19.221699 ]
 [    0.            0.            0.        ...    -2.4554515
    -13.550224    -13.035031 ]
 [    0.            0.            0.        ...   -13.154278
     -9.866151     -9.559126 ]]",7,recordings/7_theo_29.wav
1336,1336,jackson,"[[-772.2495    -772.2495    -772.2495    ... -536.67377   -569.02924
  -584.6579   ]
 [   0.           0.           0.        ...  181.37503    158.04851
   132.6964   ]
 [   0.           0.           0.        ...   13.607494    17.021957
    -4.085102 ]
 ...
 [   0.           0.           0.        ...   -3.577595     6.1128197
    -6.6416807]
 [   0.           0.           0.        ...    9.026692    11.282777
     3.1001973]
 [   0.           0.           0.        ...    6.379488    -7.1095686
    -6.649886 ]]",5,recordings/5_jackson_39.wav
1337,1337,nicolas,"[[-886.8594    -886.8594    -886.8594    ... -544.0568    -557.24774
  -567.4101   ]
 [   0.           0.           0.        ...  198.8133     185.3644
   175.65921  ]
 [   0.           0.           0.        ...  -56.383293   -64.836975
   -65.682175 ]
 ...
 [   0.           0.           0.        ...   -1.7568183   -2.498458
    -9.476894 ]
 [   0.           0.           0.        ...   17.840076    21.036108
     8.580076 ]
 [   0.           0.           0.        ...   -1.9116945    1.3288307
    -6.645944 ]]",3,recordings/3_nicolas_27.wav
1338,1338,george,"[[-8.02357300e+02 -8.02357300e+02 -8.02357300e+02 ... -6.54985840e+02
  -6.38551575e+02 -5.62354309e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.05080536e+02
   1.09781067e+02  1.36853516e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.26085396e+01
  -2.15313187e+01 -7.81444397e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.87600946e+00
  -1.46682768e+01 -1.71889286e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.36868954e+00
   6.48562610e-01  1.44677460e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.34626284e+01
  -5.71694469e+00  3.65536451e-01]]",5,recordings/5_george_20.wav
1339,1339,theo,"[[-9.5711615e+02 -9.5711615e+02 -9.5711615e+02 ... -7.0949030e+02
  -7.1498828e+02 -6.8958551e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.0280888e+02
   1.0263243e+02  1.4236159e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.8922195e+01
  -8.2768448e+01 -6.0915527e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.7637383e+00
  -9.0048571e+00  4.4937575e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5674461e+01
   1.3773695e+01  2.6094231e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.4919689e+01
  -1.4729950e+01 -1.4359585e+01]]",6,recordings/6_theo_23.wav
1340,1340,jackson,"[[-7.9944135e+02 -7.9944135e+02 -7.9944135e+02 ... -6.2677386e+02
  -6.3321313e+02 -6.4401361e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5101636e+02
   1.4918924e+02  1.3014940e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.1505791e+01
   3.5426971e+01  2.4400280e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.0212646e+00
  -7.4351077e+00 -1.6136330e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.9344320e-02
  -2.9791934e+00 -4.0020037e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6095295e+00
  -1.0521788e+01  8.4955871e-01]]",1,recordings/1_jackson_43.wav
